SalesKey,DateKey,ProductKey,CustomerKey,EmployeeKey,Quantity,DiscountPercent,UnitPrice,UnitCost,GrossSales,DiscountAmount,NetSales,Cost,GrossProfit,InvoiceNumber
31613,20240607,1052,196,1005,78,0.0,58.89,24.72,4593.42,0.0,4593.42,1928.16,2665.26,INV2024060731613
31614,20240607,1055,96,1016,89,0.0,74.59,32.22,6638.51,0.0,6638.51,2867.58,3770.93,INV2024060731614
31615,20240607,1166,518,1020,18,0.1,45.77,33.05,823.86,82.39,741.47,594.9,146.57,INV2024060731615
31616,20240607,1044,353,1017,96,0.0,14.51,19.11,1392.96,0.0,1392.96,1834.56,-441.6,INV2024060731616
31617,20240607,1203,705,1014,45,0.1,12.32,34.75,554.4,55.44,498.96,1563.75,-1064.79,INV2024060731617
31618,20240607,1336,79,1010,23,0.0,22.58,45.19,519.34,0.0,519.34,1039.37,-520.03,INV2024060731618
31619,20240607,1072,175,1005,15,0.15,13.99,13.55,209.85,31.48,178.37,203.25,-24.88,INV2024060731619
31620,20240607,1060,656,1006,76,0.15,59.73,21.61,4539.48,680.92,3858.56,1642.36,2216.2,INV2024060731620
31621,20240607,1314,78,1014,17,0.0,86.13,45.27,1464.21,0.0,1464.21,769.59,694.62,INV2024060731621
31622,20240607,1296,485,1006,98,0.0,80.32,32.34,7871.36,0.0,7871.36,3169.32,4702.04,INV2024060731622
31623,20240607,1072,440,1004,23,0.0,13.99,13.55,321.77,0.0,321.77,311.65,10.12,INV2024060731623
31624,20240607,1128,557,1022,59,0.0,67.41,47.48,3977.19,0.0,3977.19,2801.32,1175.87,INV2024060731624
31625,20240607,1071,699,1017,61,0.1,41.11,31.85,2507.71,250.77,2256.94,1942.85,314.09,INV2024060731625
31626,20240607,1296,509,1020,82,0.05,80.32,32.34,6586.24,329.31,6256.93,2651.88,3605.05,INV2024060731626
31627,20240607,1224,9,1022,96,0.1,29.36,38.58,2818.56,281.86,2536.7,3703.68,-1166.98,INV2024060731627
31628,20240607,1211,499,1022,58,0.2,20.3,40.69,1177.4,235.48,941.92,2360.02,-1418.1,INV2024060731628
31629,20240607,1080,179,1022,26,0.05,66.96,28.2,1740.96,87.05,1653.91,733.2,920.71,INV2024060731629
31630,20240607,1076,25,1022,49,0.0,94.63,23.92,4636.87,0.0,4636.87,1172.08,3464.79,INV2024060731630
31631,20240607,1106,412,1004,48,0.2,96.82,41.87,4647.36,929.47,3717.89,2009.76,1708.13,INV2024060731631
31632,20240607,1143,549,1014,80,0.0,18.22,16.27,1457.6,0.0,1457.6,1301.6,156.0,INV2024060731632
31633,20240607,1142,476,1004,12,0.0,13.59,8.62,163.08,0.0,163.08,103.44,59.64,INV2024060731633
31634,20240607,1076,187,1010,32,0.15,94.63,23.92,3028.16,454.22,2573.94,765.44,1808.5,INV2024060731634
31635,20240607,1120,503,1011,59,0.05,50.34,37.03,2970.06,148.5,2821.56,2184.77,636.79,INV2024060731635
31636,20240607,1291,615,1010,22,0.1,19.23,18.22,423.06,42.31,380.75,400.84,-20.09,INV2024060731636
31637,20240607,1297,624,1018,52,0.2,42.97,40.03,2234.44,446.89,1787.55,2081.56,-294.01,INV2024060731637
31638,20240607,1108,404,1019,22,0.15,66.45,36.08,1461.9,219.28,1242.62,793.76,448.86,INV2024060731638
31639,20240607,1032,526,1011,88,0.15,87.37,45.74,7688.56,1153.28,6535.28,4025.12,2510.16,INV2024060731639
31640,20240607,1240,451,1013,93,0.05,33.04,9.63,3072.72,153.64,2919.08,895.59,2023.49,INV2024060731640
31641,20240607,1156,547,1007,40,0.0,59.61,15.97,2384.4,0.0,2384.4,638.8,1745.6,INV2024060731641
31642,20240607,1063,4,1016,62,0.15,93.32,38.73,5785.84,867.88,4917.96,2401.26,2516.7,INV2024060731642
31643,20240607,1149,175,1007,56,0.15,39.09,19.15,2189.04,328.36,1860.68,1072.4,788.28,INV2024060731643
31644,20240607,1045,94,1022,99,0.0,17.21,48.24,1703.79,0.0,1703.79,4775.76,-3071.97,INV2024060731644
31645,20240607,1208,408,1009,20,0.15,74.12,9.86,1482.4,222.36,1260.04,197.2,1062.84,INV2024060731645
31646,20240607,1040,609,1019,44,0.0,53.32,23.29,2346.08,0.0,2346.08,1024.76,1321.32,INV2024060731646
31647,20240607,1163,210,1010,13,0.0,96.88,10.68,1259.44,0.0,1259.44,138.84,1120.6,INV2024060731647
31648,20240607,1127,22,1016,69,0.15,34.69,29.04,2393.61,359.04,2034.57,2003.76,30.81,INV2024060731648
31649,20240607,1085,504,1006,82,0.15,92.57,30.08,7590.74,1138.61,6452.13,2466.56,3985.57,INV2024060731649
31650,20240607,1094,453,1021,76,0.0,61.81,44.63,4697.56,0.0,4697.56,3391.88,1305.68,INV2024060731650
31651,20240607,1183,39,1020,30,0.05,75.91,31.08,2277.3,113.86,2163.44,932.4,1231.03,INV2024060731651
31652,20240607,1262,615,1006,65,0.0,46.98,24.7,3053.7,0.0,3053.7,1605.5,1448.2,INV2024060731652
31653,20240607,1303,202,1007,95,0.1,50.06,45.44,4755.7,475.57,4280.13,4316.8,-36.67,INV2024060731653
31654,20240607,1028,658,1014,56,0.1,64.59,28.75,3617.04,361.7,3255.34,1610.0,1645.34,INV2024060731654
31655,20240607,1090,433,1021,15,0.2,74.22,24.79,1113.3,222.66,890.64,371.85,518.79,INV2024060731655
31656,20240607,1069,517,1022,83,0.0,67.73,17.56,5621.59,0.0,5621.59,1457.48,4164.11,INV2024060731656
31657,20240607,1229,475,1011,5,0.0,14.09,35.02,70.45,0.0,70.45,175.1,-104.65,INV2024060731657
31658,20240607,1311,366,1016,80,0.05,56.56,25.96,4524.8,226.24,4298.56,2076.8,2221.76,INV2024060731658
31659,20240607,1140,717,1021,6,0.2,37.69,12.47,226.14,45.23,180.91,74.82,106.09,INV2024060731659
31660,20240607,1201,281,1004,61,0.1,88.27,14.72,5384.47,538.45,4846.02,897.92,3948.1,INV2024060731660
31661,20240607,1202,194,1020,74,0.0,10.26,45.52,759.24,0.0,759.24,3368.48,-2609.24,INV2024060731661
31662,20240607,1009,232,1006,16,0.05,69.51,8.13,1112.16,55.61,1056.55,130.08,926.47,INV2024060731662
31663,20240607,1219,653,1010,69,0.15,30.18,34.55,2082.42,312.36,1770.06,2383.95,-613.89,INV2024060731663
31664,20240607,1251,378,1009,54,0.2,35.46,21.78,1914.84,382.97,1531.87,1176.12,355.75,INV2024060731664
31665,20240607,1208,443,1018,65,0.0,74.12,9.86,4817.8,0.0,4817.8,640.9,4176.9,INV2024060731665
31666,20240607,1171,624,1010,69,0.2,42.26,7.53,2915.94,583.19,2332.75,519.57,1813.18,INV2024060731666
31667,20240607,1311,448,1010,12,0.2,56.56,25.96,678.72,135.74,542.98,311.52,231.46,INV2024060731667
31668,20240607,1138,103,1015,38,0.2,33.81,15.5,1284.78,256.96,1027.82,589.0,438.82,INV2024060731668
31669,20240607,1177,549,1012,20,0.0,19.6,43.4,392.0,0.0,392.0,868.0,-476.0,INV2024060731669
31670,20240607,1226,165,1012,72,0.1,65.61,12.08,4723.92,472.39,4251.53,869.76,3381.77,INV2024060731670
31671,20240607,1258,369,1014,8,0.05,78.95,20.38,631.6,31.58,600.02,163.04,436.98,INV2024060731671
31672,20240607,1202,598,1013,71,0.1,10.26,45.52,728.46,72.85,655.61,3231.92,-2576.31,INV2024060731672
31673,20240607,1085,653,1013,94,0.15,92.57,30.08,8701.58,1305.24,7396.34,2827.52,4568.82,INV2024060731673
31674,20240607,1237,611,1018,44,0.0,46.04,24.61,2025.76,0.0,2025.76,1082.84,942.92,INV2024060731674
31675,20240607,1083,554,1019,51,0.15,54.49,36.34,2778.99,416.85,2362.14,1853.34,508.8,INV2024060731675
31676,20240607,1196,225,1011,83,0.0,29.55,36.06,2452.65,0.0,2452.65,2992.98,-540.33,INV2024060731676
31677,20240607,1285,439,1016,25,0.0,13.94,18.2,348.5,0.0,348.5,455.0,-106.5,INV2024060731677
31678,20240607,1067,140,1012,79,0.2,92.66,13.98,7320.14,1464.03,5856.11,1104.42,4751.69,INV2024060731678
31679,20240607,1170,579,1017,60,0.0,36.95,12.49,2217.0,0.0,2217.0,749.4,1467.6,INV2024060731679
31680,20240607,1338,375,1021,55,0.2,57.91,42.27,3185.05,637.01,2548.04,2324.85,223.19,INV2024060731680
31681,20240607,1338,502,1005,65,0.15,57.91,42.27,3764.15,564.62,3199.53,2747.55,451.98,INV2024060731681
31682,20240607,1295,250,1012,89,0.0,77.49,28.09,6896.61,0.0,6896.61,2500.01,4396.6,INV2024060731682
31683,20240607,1318,537,1013,99,0.0,61.49,14.49,6087.51,0.0,6087.51,1434.51,4653.0,INV2024060731683
31684,20240607,1082,607,1014,92,0.0,16.55,43.24,1522.6,0.0,1522.6,3978.08,-2455.48,INV2024060731684
31685,20240607,1282,277,1013,85,0.0,78.1,31.19,6638.5,0.0,6638.5,2651.15,3987.35,INV2024060731685
31686,20240607,1080,200,1022,64,0.0,66.96,28.2,4285.44,0.0,4285.44,1804.8,2480.64,INV2024060731686
31687,20240607,1297,44,1004,23,0.2,42.97,40.03,988.31,197.66,790.65,920.69,-130.04,INV2024060731687
31688,20240607,1085,442,1017,29,0.1,92.57,30.08,2684.53,268.45,2416.08,872.32,1543.76,INV2024060731688
31689,20240607,1258,220,1012,97,0.0,78.95,20.38,7658.15,0.0,7658.15,1976.86,5681.29,INV2024060731689
31690,20240607,1076,392,1008,90,0.1,94.63,23.92,8516.7,851.67,7665.03,2152.8,5512.23,INV2024060731690
31691,20240607,1287,451,1015,46,0.0,35.75,34.11,1644.5,0.0,1644.5,1569.06,75.44,INV2024060731691
31692,20240607,1104,320,1021,77,0.2,23.71,5.92,1825.67,365.13,1460.54,455.84,1004.7,INV2024060731692
31693,20240607,1092,483,1020,4,0.15,29.26,11.88,117.04,17.56,99.48,47.52,51.96,INV2024060731693
31694,20240607,1144,189,1011,97,0.0,34.26,35.25,3323.22,0.0,3323.22,3419.25,-96.03,INV2024060731694
31695,20240607,1231,622,1004,74,0.0,54.76,10.4,4052.24,0.0,4052.24,769.6,3282.64,INV2024060731695
31696,20240607,1065,119,1007,39,0.05,76.16,35.15,2970.24,148.51,2821.73,1370.85,1450.88,INV2024060731696
31697,20240607,1150,233,1015,20,0.2,51.58,44.12,1031.6,206.32,825.28,882.4,-57.12,INV2024060731697
31698,20240607,1166,172,1019,38,0.0,45.77,33.05,1739.26,0.0,1739.26,1255.9,483.36,INV2024060731698
31699,20240607,1273,357,1008,95,0.15,50.37,36.75,4785.15,717.77,4067.38,3491.25,576.13,INV2024060731699
31700,20240607,1169,557,1021,77,0.0,98.05,9.07,7549.85,0.0,7549.85,698.39,6851.46,INV2024060731700
31701,20240607,1082,332,1021,34,0.0,16.55,43.24,562.7,0.0,562.7,1470.16,-907.46,INV2024060731701
31702,20240607,1173,442,1022,75,0.05,54.79,35.74,4109.25,205.46,3903.79,2680.5,1223.29,INV2024060731702
31703,20240607,1238,616,1016,27,0.15,39.98,20.28,1079.46,161.92,917.54,547.56,369.98,INV2024060731703
31704,20240607,1027,384,1004,7,0.0,21.32,28.97,149.24,0.0,149.24,202.79,-53.55,INV2024060731704
31705,20240607,1306,271,1011,15,0.0,30.18,21.27,452.7,0.0,452.7,319.05,133.65,INV2024060731705
31706,20240607,1213,621,1004,62,0.2,38.13,37.83,2364.06,472.81,1891.25,2345.46,-454.21,INV2024060731706
31707,20240607,1220,616,1010,55,0.1,30.35,17.54,1669.25,166.92,1502.32,964.7,537.63,INV2024060731707
31708,20240607,1286,707,1022,75,0.0,99.02,28.19,7426.5,0.0,7426.5,2114.25,5312.25,INV2024060731708
31709,20240607,1098,589,1006,2,0.0,91.62,29.04,183.24,0.0,183.24,58.08,125.16,INV2024060731709
31710,20240607,1205,444,1021,11,0.0,15.72,10.11,172.92,0.0,172.92,111.21,61.71,INV2024060731710
31711,20240607,1120,385,1021,46,0.0,50.34,37.03,2315.64,0.0,2315.64,1703.38,612.26,INV2024060731711
31712,20240607,1319,532,1009,55,0.0,67.77,29.55,3727.35,0.0,3727.35,1625.25,2102.1,INV2024060731712
31713,20240607,1214,86,1017,25,0.0,71.81,47.91,1795.25,0.0,1795.25,1197.75,597.5,INV2024060731713
31714,20240607,1290,74,1010,56,0.0,48.2,8.72,2699.2,0.0,2699.2,488.32,2210.88,INV2024060731714
31715,20240607,1227,598,1014,79,0.1,53.71,34.79,4243.09,424.31,3818.78,2748.41,1070.37,INV2024060731715
31716,20240607,1092,200,1008,66,0.05,29.26,11.88,1931.16,96.56,1834.6,784.08,1050.52,INV2024060731716
31717,20240607,1134,257,1016,22,0.1,64.87,32.95,1427.14,142.71,1284.43,724.9,559.53,INV2024060731717
31718,20240607,1063,46,1016,74,0.0,93.32,38.73,6905.68,0.0,6905.68,2866.02,4039.66,INV2024060731718
31719,20240607,1336,655,1004,70,0.05,22.58,45.19,1580.6,79.03,1501.57,3163.3,-1661.73,INV2024060731719
31720,20240607,1130,318,1005,32,0.15,46.06,42.0,1473.92,221.09,1252.83,1344.0,-91.17,INV2024060731720
31721,20240607,1270,156,1021,59,0.15,55.18,7.4,3255.62,488.34,2767.28,436.6,2330.68,INV2024060731721
31722,20240607,1253,482,1007,77,0.1,86.64,16.34,6671.28,667.13,6004.15,1258.18,4745.97,INV2024060731722
31723,20240607,1143,179,1017,32,0.0,18.22,16.27,583.04,0.0,583.04,520.64,62.4,INV2024060731723
31724,20240607,1037,165,1008,2,0.15,58.27,13.62,116.54,17.48,99.06,27.24,71.82,INV2024060731724
31725,20240607,1012,272,1019,13,0.2,24.71,37.81,321.23,64.25,256.98,491.53,-234.55,INV2024060731725
31726,20240607,1238,640,1006,71,0.0,39.98,20.28,2838.58,0.0,2838.58,1439.88,1398.7,INV2024060731726
31727,20240607,1305,226,1017,59,0.2,73.86,12.09,4357.74,871.55,3486.19,713.31,2772.88,INV2024060731727
31728,20240607,1105,354,1008,32,0.0,79.02,36.48,2528.64,0.0,2528.64,1167.36,1361.28,INV2024060731728
31729,20240607,1058,304,1015,29,0.0,59.65,38.36,1729.85,0.0,1729.85,1112.44,617.41,INV2024060731729
31730,20240607,1229,702,1016,39,0.1,14.09,35.02,549.51,54.95,494.56,1365.78,-871.22,INV2024060731730
31731,20240607,1173,221,1019,53,0.0,54.79,35.74,2903.87,0.0,2903.87,1894.22,1009.65,INV2024060731731
31732,20240607,1334,534,1019,42,0.1,64.22,11.49,2697.24,269.72,2427.52,482.58,1944.94,INV2024060731732
31733,20240607,1124,691,1022,75,0.15,58.23,10.38,4367.25,655.09,3712.16,778.5,2933.66,INV2024060731733
31734,20240607,1278,126,1007,76,0.0,31.65,32.67,2405.4,0.0,2405.4,2482.92,-77.52,INV2024060731734
31735,20240607,1308,26,1016,52,0.0,21.68,49.24,1127.36,0.0,1127.36,2560.48,-1433.12,INV2024060731735
31736,20240607,1103,370,1021,27,0.0,13.62,48.08,367.74,0.0,367.74,1298.16,-930.42,INV2024060731736
31737,20240607,1068,106,1016,91,0.2,27.38,6.06,2491.58,498.32,1993.26,551.46,1441.8,INV2024060731737
31738,20240607,1044,146,1015,30,0.0,14.51,19.11,435.3,0.0,435.3,573.3,-138.0,INV2024060731738
31739,20240607,1065,366,1022,1,0.05,76.16,35.15,76.16,3.81,72.35,35.15,37.2,INV2024060731739
31740,20240607,1218,706,1020,90,0.1,41.65,32.02,3748.5,374.85,3373.65,2881.8,491.85,INV2024060731740
31741,20240607,1291,418,1013,99,0.2,19.23,18.22,1903.77,380.75,1523.02,1803.78,-280.76,INV2024060731741
31742,20240607,1107,176,1010,60,0.0,91.72,30.91,5503.2,0.0,5503.2,1854.6,3648.6,INV2024060731742
31743,20240607,1093,429,1017,8,0.0,84.96,7.8,679.68,0.0,679.68,62.4,617.28,INV2024060731743
31744,20240607,1240,281,1010,92,0.0,33.04,9.63,3039.68,0.0,3039.68,885.96,2153.72,INV2024060731744
31745,20240607,1032,99,1004,4,0.15,87.37,45.74,349.48,52.42,297.06,182.96,114.1,INV2024060731745
31746,20240607,1307,63,1017,95,0.0,12.37,40.57,1175.15,0.0,1175.15,3854.15,-2679.0,INV2024060731746
31747,20240607,1257,435,1006,61,0.0,55.76,35.17,3401.36,0.0,3401.36,2145.37,1255.99,INV2024060731747
31748,20240607,1075,419,1012,57,0.0,46.22,23.38,2634.54,0.0,2634.54,1332.66,1301.88,INV2024060731748
31749,20240607,1208,375,1014,76,0.0,74.12,9.86,5633.12,0.0,5633.12,749.36,4883.76,INV2024060731749
31750,20240607,1046,199,1018,81,0.0,90.13,10.39,7300.53,0.0,7300.53,841.59,6458.94,INV2024060731750
31751,20240607,1214,123,1008,37,0.0,71.81,47.91,2656.97,0.0,2656.97,1772.67,884.3,INV2024060731751
31752,20240607,1122,486,1022,18,0.2,48.3,28.89,869.4,173.88,695.52,520.02,175.5,INV2024060731752
31753,20240607,1307,555,1007,98,0.0,12.37,40.57,1212.26,0.0,1212.26,3975.86,-2763.6,INV2024060731753
31754,20240607,1011,404,1016,86,0.1,34.03,14.43,2926.58,292.66,2633.92,1240.98,1392.94,INV2024060731754
31755,20240607,1244,115,1009,48,0.0,81.67,33.41,3920.16,0.0,3920.16,1603.68,2316.48,INV2024060731755
31756,20240607,1052,679,1010,12,0.15,58.89,24.72,706.68,106.0,600.68,296.64,304.04,INV2024060731756
31757,20240607,1177,363,1019,41,0.1,19.6,43.4,803.6,80.36,723.24,1779.4,-1056.16,INV2024060731757
31758,20240607,1083,437,1011,35,0.0,54.49,36.34,1907.15,0.0,1907.15,1271.9,635.25,INV2024060731758
31759,20240607,1191,301,1012,77,0.2,60.53,44.79,4660.81,932.16,3728.65,3448.83,279.82,INV2024060731759
31760,20240607,1258,447,1012,90,0.2,78.95,20.38,7105.5,1421.1,5684.4,1834.2,3850.2,INV2024060731760
31761,20240607,1287,548,1022,34,0.05,35.75,34.11,1215.5,60.78,1154.72,1159.74,-5.02,INV2024060731761
31762,20240607,1299,396,1022,77,0.1,43.03,11.2,3313.31,331.33,2981.98,862.4,2119.58,INV2024060731762
31763,20240607,1206,485,1014,48,0.1,95.09,27.67,4564.32,456.43,4107.89,1328.16,2779.73,INV2024060731763
31764,20240607,1230,330,1019,67,0.0,95.08,14.2,6370.36,0.0,6370.36,951.4,5418.96,INV2024060731764
31765,20240607,1193,507,1012,59,0.0,13.35,7.04,787.65,0.0,787.65,415.36,372.29,INV2024060731765
31766,20240607,1086,330,1018,61,0.0,57.8,25.91,3525.8,0.0,3525.8,1580.51,1945.29,INV2024060731766
31767,20240607,1073,207,1014,38,0.15,95.4,24.41,3625.2,543.78,3081.42,927.58,2153.84,INV2024060731767
31768,20240607,1248,261,1011,59,0.15,55.12,32.23,3252.08,487.81,2764.27,1901.57,862.7,INV2024060731768
31769,20240607,1317,527,1006,56,0.0,17.31,43.87,969.36,0.0,969.36,2456.72,-1487.36,INV2024060731769
31770,20240607,1242,106,1017,99,0.0,60.8,46.59,6019.2,0.0,6019.2,4612.41,1406.79,INV2024060731770
31771,20240607,1083,563,1009,5,0.05,54.49,36.34,272.45,13.62,258.83,181.7,77.13,INV2024060731771
31772,20240607,1085,30,1008,23,0.1,92.57,30.08,2129.11,212.91,1916.2,691.84,1224.36,INV2024060731772
31773,20240607,1012,23,1014,98,0.0,24.71,37.81,2421.58,0.0,2421.58,3705.38,-1283.8,INV2024060731773
31774,20240607,1278,633,1013,71,0.1,31.65,32.67,2247.15,224.72,2022.44,2319.57,-297.14,INV2024060731774
31775,20240607,1085,158,1014,92,0.15,92.57,30.08,8516.44,1277.47,7238.97,2767.36,4471.61,INV2024060731775
31776,20240607,1229,196,1009,31,0.0,14.09,35.02,436.79,0.0,436.79,1085.62,-648.83,INV2024060731776
31777,20240607,1094,411,1011,10,0.15,61.81,44.63,618.1,92.72,525.38,446.3,79.08,INV2024060731777
31778,20240607,1273,26,1017,47,0.0,50.37,36.75,2367.39,0.0,2367.39,1727.25,640.14,INV2024060731778
31779,20240607,1301,195,1016,99,0.15,73.36,39.87,7262.64,1089.4,6173.24,3947.13,2226.11,INV2024060731779
31780,20240607,1005,563,1006,25,0.0,40.29,48.07,1007.25,0.0,1007.25,1201.75,-194.5,INV2024060731780
31781,20240607,1015,367,1009,50,0.0,89.62,27.47,4481.0,0.0,4481.0,1373.5,3107.5,INV2024060731781
31782,20240607,1053,410,1020,6,0.05,36.94,41.77,221.64,11.08,210.56,250.62,-40.06,INV2024060731782
31783,20240607,1038,256,1004,38,0.2,88.7,25.82,3370.6,674.12,2696.48,981.16,1715.32,INV2024060731783
31784,20240607,1295,195,1014,37,0.0,77.49,28.09,2867.13,0.0,2867.13,1039.33,1827.8,INV2024060731784
31785,20240607,1244,467,1004,95,0.1,81.67,33.41,7758.65,775.87,6982.79,3173.95,3808.84,INV2024060731785
31786,20240607,1005,281,1017,88,0.1,40.29,48.07,3545.52,354.55,3190.97,4230.16,-1039.19,INV2024060731786
31787,20240607,1040,295,1012,54,0.15,53.32,23.29,2879.28,431.89,2447.39,1257.66,1189.73,INV2024060731787
31788,20240607,1213,388,1013,93,0.05,38.13,37.83,3546.09,177.3,3368.79,3518.19,-149.4,INV2024060731788
31789,20240607,1025,231,1015,35,0.0,93.62,5.88,3276.7,0.0,3276.7,205.8,3070.9,INV2024060731789
31790,20240607,1165,606,1007,37,0.05,23.89,34.47,883.93,44.2,839.73,1275.39,-435.66,INV2024060731790
31791,20240607,1245,531,1021,99,0.05,51.56,8.34,5104.44,255.22,4849.22,825.66,4023.56,INV2024060731791
31792,20240607,1248,165,1014,2,0.15,55.12,32.23,110.24,16.54,93.7,64.46,29.24,INV2024060731792
31793,20240607,1333,365,1019,79,0.1,45.45,48.88,3590.55,359.06,3231.5,3861.52,-630.03,INV2024060731793
31794,20240607,1120,4,1021,44,0.2,50.34,37.03,2214.96,442.99,1771.97,1629.32,142.65,INV2024060731794
31795,20240607,1201,336,1010,65,0.0,88.27,14.72,5737.55,0.0,5737.55,956.8,4780.75,INV2024060731795
31796,20240607,1127,599,1007,89,0.0,34.69,29.04,3087.41,0.0,3087.41,2584.56,502.85,INV2024060731796
31797,20240607,1069,419,1005,10,0.15,67.73,17.56,677.3,101.6,575.71,175.6,400.1,INV2024060731797
31798,20240607,1250,334,1012,98,0.0,49.4,16.15,4841.2,0.0,4841.2,1582.7,3258.5,INV2024060731798
31799,20240607,1080,4,1015,69,0.0,66.96,28.2,4620.24,0.0,4620.24,1945.8,2674.44,INV2024060731799
31800,20240607,1109,564,1022,61,0.2,82.5,35.79,5032.5,1006.5,4026.0,2183.19,1842.81,INV2024060731800
31801,20240608,1232,275,1012,82,0.2,30.71,28.97,2518.22,503.64,2014.58,2375.54,-360.96,INV2024060831801
31802,20240608,1290,610,1013,96,0.0,48.2,8.72,4627.2,0.0,4627.2,837.12,3790.08,INV2024060831802
31803,20240608,1027,555,1012,89,0.2,21.32,28.97,1897.48,379.5,1517.98,2578.33,-1060.35,INV2024060831803
31804,20240608,1333,256,1008,2,0.0,45.45,48.88,90.9,0.0,90.9,97.76,-6.86,INV2024060831804
31805,20240608,1074,358,1004,31,0.15,74.78,43.16,2318.18,347.73,1970.45,1337.96,632.49,INV2024060831805
31806,20240608,1132,179,1019,32,0.1,47.46,30.11,1518.72,151.87,1366.85,963.52,403.33,INV2024060831806
31807,20240608,1186,375,1012,21,0.05,82.38,44.17,1729.98,86.5,1643.48,927.57,715.91,INV2024060831807
31808,20240608,1059,263,1008,82,0.0,89.48,8.39,7337.36,0.0,7337.36,687.98,6649.38,INV2024060831808
31809,20240608,1215,109,1007,9,0.1,48.87,8.84,439.83,43.98,395.85,79.56,316.29,INV2024060831809
31810,20240608,1332,374,1008,87,0.05,50.53,22.39,4396.11,219.81,4176.3,1947.93,2228.37,INV2024060831810
31811,20240608,1315,498,1007,38,0.05,65.3,33.13,2481.4,124.07,2357.33,1258.94,1098.39,INV2024060831811
31812,20240608,1099,182,1017,87,0.05,22.21,33.92,1932.27,96.61,1835.66,2951.04,-1115.38,INV2024060831812
31813,20240608,1022,525,1011,16,0.0,33.71,44.41,539.36,0.0,539.36,710.56,-171.2,INV2024060831813
31814,20240608,1027,650,1016,56,0.2,21.32,28.97,1193.92,238.78,955.14,1622.32,-667.18,INV2024060831814
31815,20240608,1248,277,1014,15,0.15,55.12,32.23,826.8,124.02,702.78,483.45,219.33,INV2024060831815
31816,20240608,1197,74,1017,24,0.2,43.06,49.14,1033.44,206.69,826.75,1179.36,-352.61,INV2024060831816
31817,20240608,1047,119,1013,52,0.0,69.16,8.69,3596.32,0.0,3596.32,451.88,3144.44,INV2024060831817
31818,20240608,1031,470,1010,38,0.0,16.39,14.91,622.82,0.0,622.82,566.58,56.24,INV2024060831818
31819,20240608,1039,526,1022,80,0.15,85.24,49.97,6819.2,1022.88,5796.32,3997.6,1798.72,INV2024060831819
31820,20240608,1195,247,1020,43,0.0,85.03,34.47,3656.29,0.0,3656.29,1482.21,2174.08,INV2024060831820
31821,20240608,1013,159,1007,85,0.0,79.15,19.59,6727.75,0.0,6727.75,1665.15,5062.6,INV2024060831821
31822,20240608,1250,354,1017,26,0.2,49.4,16.15,1284.4,256.88,1027.52,419.9,607.62,INV2024060831822
31823,20240608,1299,448,1015,58,0.05,43.03,11.2,2495.74,124.79,2370.95,649.6,1721.35,INV2024060831823
31824,20240608,1239,563,1014,45,0.0,75.46,20.72,3395.7,0.0,3395.7,932.4,2463.3,INV2024060831824
31825,20240608,1011,43,1004,35,0.1,34.03,14.43,1191.05,119.1,1071.94,505.05,566.9,INV2024060831825
31826,20240608,1013,251,1012,45,0.15,79.15,19.59,3561.75,534.26,3027.49,881.55,2145.94,INV2024060831826
31827,20240608,1124,370,1004,26,0.0,58.23,10.38,1513.98,0.0,1513.98,269.88,1244.1,INV2024060831827
31828,20240608,1239,619,1013,67,0.15,75.46,20.72,5055.82,758.37,4297.45,1388.24,2909.21,INV2024060831828
31829,20240608,1128,525,1014,26,0.05,67.41,47.48,1752.66,87.63,1665.03,1234.48,430.55,INV2024060831829
31830,20240608,1047,538,1008,7,0.15,69.16,8.69,484.12,72.62,411.5,60.83,350.67,INV2024060831830
31831,20240608,1000,307,1012,23,0.15,32.04,38.37,736.92,110.54,626.38,882.51,-256.13,INV2024060831831
31832,20240608,1050,380,1006,55,0.0,99.65,49.93,5480.75,0.0,5480.75,2746.15,2734.6,INV2024060831832
31833,20240608,1034,49,1005,19,0.2,82.67,40.31,1570.73,314.15,1256.58,765.89,490.69,INV2024060831833
31834,20240608,1045,112,1021,13,0.0,17.21,48.24,223.73,0.0,223.73,627.12,-403.39,INV2024060831834
31835,20240608,1216,228,1017,87,0.2,15.4,10.86,1339.8,267.96,1071.84,944.82,127.02,INV2024060831835
31836,20240608,1226,357,1008,65,0.0,65.61,12.08,4264.65,0.0,4264.65,785.2,3479.45,INV2024060831836
31837,20240608,1195,435,1017,6,0.05,85.03,34.47,510.18,25.51,484.67,206.82,277.85,INV2024060831837
31838,20240608,1038,378,1008,72,0.15,88.7,25.82,6386.4,957.96,5428.44,1859.04,3569.4,INV2024060831838
31839,20240608,1169,359,1005,92,0.0,98.05,9.07,9020.6,0.0,9020.6,834.44,8186.16,INV2024060831839
31840,20240608,1005,539,1010,92,0.05,40.29,48.07,3706.68,185.33,3521.35,4422.44,-901.09,INV2024060831840
31841,20240608,1112,530,1021,80,0.0,51.38,45.12,4110.4,0.0,4110.4,3609.6,500.8,INV2024060831841
31842,20240608,1329,40,1019,96,0.0,68.88,44.71,6612.48,0.0,6612.48,4292.16,2320.32,INV2024060831842
31843,20240608,1242,33,1008,23,0.0,60.8,46.59,1398.4,0.0,1398.4,1071.57,326.83,INV2024060831843
31844,20240608,1287,268,1015,62,0.05,35.75,34.11,2216.5,110.82,2105.68,2114.82,-9.14,INV2024060831844
